token	freq	correction	reason
coniinued	3	continued	unique(continued:11042)
xetirement	3	retirement	unique(retirement:55377)
propecty	3	property	unique(property:232058)
holitie	3	politic	dominant(politic:735>>polities:13)
wrereras	3	whereas	unique(whereas:32050)
lergth	3	length	unique(length:8444)
pazagraph	3	paragraph	unique(paragraph:70527)
activily	3	activity	dominant(activity:10066>>actively:1835)
relatwve	3	relative	unique(relative:20205)
vlanning	3	planning	dominant(planning:23715>>vanning:295)
aloig	3	along	dominant(along:29910>>aloin:7)
ajlocation	3	allocation	unique(allocation:16765)
adorted	3	adopted	dominant(adopted:55543>>aborted:7)
knovn	3	known	unique(known:33090)
najor	3	major	unique(major:9259)
bearimg	3	bearing	unique(bearing:4125)
nonprorit	3	nonprofit	unique(nonprofit:13196)
deened	3	deemed	dominant(deemed:43813>>deeded:1010)
administiation	3	administration	unique(administration:31931)
laily	3	daily	dominant(daily:25593>>gaily:8)
avthor	3	author	unique(author:5312)
piesumption	3	presumption	unique(presumption:2401)
acquisiiion	3	acquisition	unique(acquisition:24462)
mmediatcly	3	immediately	dominant(immediately:59281>>mediately:485)
corapen	3	craven	dominant(craven:310>>cheapen:5)
hovsine	3	housing	dominant(housing:34525>>bovine:500)
direci	3	direct	unique(direct:25194)
exnire	3	expire	unique(expire:6218)
yesrs	3	years	dominant(years:112149>>yes's:0)
itcm	3	item	dominant(item:72668>>itch:5)
biclder	3	bidder	dominant(bidder:7888>>builder:670)
prccessed	3	processed	dominant(processed:2192>>precessed:1)
othev	3	other	unique(other:450272)
zeview	3	review	unique(review:34926)
renenal	3	renewal	unique(renewal:18343)
examl	3	exam	dominant(exam:1211>>exams:44)
méy	3	may	dominant(may:654606>>my:4512)
recommencation	3	recommendation	unique(recommendation:8659)
aualifv	3	qualify	unique(qualify:6452)
preeram	3	program	dominant(program:136377>>preterm:30)
paby	3	pay	dominant(pay:88347>>baby:119)
acver	3	aver	dominant(aver:358>>acer:17)
hgures	3	hours	dominant(hours:22584>>houses:5270)
rctirement	3	retirement	unique(retirement:55377)
elisible	3	eligible	unique(eligible:35778)
electozs	3	electors	unique(electors:27405)
verforming	3	performing	unique(performing:7399)
disbursernents	3	disbursements	unique(disbursements:2162)
acdiction	3	addiction	unique(addiction:720)
prorosed	3	proposed	unique(proposed:75852)
ebility	3	ability	dominant(ability:10771>>debility:3)
discherged	3	discharged	unique(discharged:6198)
liego	3	diego	dominant(diego:15849>>lego:1)
cartifi	3	certify	dominant(certify:13009>>cardiff:36)
huntingtor	3	huntington	unique(huntington:697)
existimg	3	existing	unique(existing:66172)
municizal	3	municipal	unique(municipal:53726)
departrients	3	departments	unique(departments:11673)
parmisano	3	partisan	dominant(partisan:464>>paisano:1)
franzisco	3	francisco	unique(francisco:21120)
mesolution	3	resolution	unique(resolution:77952)
ereements	3	agreements	dominant(agreements:10419>>elements:3066)
permssible	3	permissible	unique(permissible:1037)
disastcr	3	disaster	unique(disaster:5781)
boua	3	bona	dominant(bona:5087>>boa:132)
avquiring	3	acquiring	unique(acquiring:4883)
berinninge	3	beginning	dominant(beginning:20067>>beginnings:26)
juuges	3	judges	unique(judges:16884)
crviz	3	civil	dominant(civil:72956>>cruz:3641)
revuking	3	revoking	dominant(revoking:948>>rebuking:0)
advanve	3	advance	unique(advance:8561)
imposecl	3	imposed	dominant(imposed:33931>>impose:10824)
provnerty	3	property	dominant(property:232058>>poverty:828)
levallv	3	legally	dominant(legally:7070>>levelly:1)
contru	3	contra	unique(contra:3350)
mfor	3	for	dominant(for:1902788>>moor:56)
rectur	3	rector	dominant(rector:784>>rectum:82)
kenewal	3	renewal	unique(renewal:18343)
exprration	3	expiration	unique(expiration:16752)
oift	3	gift	dominant(gift:5752>>lift:176)
eneumbrance	3	encumbrance	unique(encumbrance:2120)
eroups	3	groups	unique(groups:6114)
jurs	3	jury	dominant(jury:11115>>jars:319)
niitted	3	omitted	dominant(omitted:1506>>fitted:233)
cvllege	3	college	unique(college:41807)
sanen	3	sane	dominant(sane:672>>saner:1)
ineriminate	3	incriminate	unique(incriminate:110)
transterable	3	transferable	unique(transferable:740)
assiyn	3	assign	unique(assign:3200)
publae	3	public	dominant(public:299558>>pupae:37)
fnaneial	3	financial	unique(financial:41629)
furfeiture	3	forfeiture	unique(forfeiture:5463)
tertitory	3	territory	unique(territory:25985)
experditure	3	expenditure	unique(expenditure:19460)
ttation	3	station	unique(station:5938)
termimate	3	terminate	unique(terminate:6252)
quirv	3	quire	dominant(quire:426>>quirk:0)
limatations	3	limitations	unique(limitations:11279)
conuuct	3	conduct	unique(conduct:30663)
cistributing	3	distributing	unique(distributing:1979)
reeulated	3	regulated	unique(regulated:3451)
clecision	3	decision	dominant(decision:20916>>precision:56)
nurthwest	3	northwest	unique(northwest:2948)
statior	3	station	dominant(station:5938>>stator:3)
occupatior	3	occupation	unique(occupation:3933)
privileses	3	privileges	unique(privileges:7686)
beeumes	3	becomes	dominant(becomes:15455>>resumes:114)
assuranees	3	assurances	unique(assurances:1021)
itsé	3	its	unique(its:202911)
exvessive	3	excessive	unique(excessive:1948)
seplembor	3	september	unique(september:59602)
ievies	3	levies	dominant(levies:1167>>ivies:1)
vrams	3	grams	dominant(grams:1599>>rams:32)
elarify	3	clarify	unique(clarify:967)
immediitels	3	immediately	unique(immediately:59281)
perted	3	ported	dominant(ported:519>>parted:33)
rancl	3	ranch	dominant(ranch:1568>>rance:49)
ditech	3	ditch	unique(ditch:1449)
comiittee	3	committee	unique(committee:75062)
arport	3	airport	dominant(airport:4827>>carport:48)
couunty	3	county	unique(county:512140)
wuherezas	3	whereas	dominant(whereas:32050>>guerezas:0)
eilective	3	elective	unique(elective:4492)
esvaped	3	escaped	unique(escaped:649)
fedeial	3	federal	unique(federal:86738)
suhort	3	short	unique(short:5635)
reeistered	3	registered	unique(registered:33061)
apveals	3	appeals	unique(appeals:7324)
currenev	3	current	dominant(current:26839>>currency:1151)
oreratne	3	operate	dominant(operate:18616>>overate:14)
piepmont	3	piedmont	unique(piedmont:576)
buulding	3	building	unique(building:40004)
aveounting	3	accounting	dominant(accounting:7305>>amounting:772)
co-vperation	3	cooperation	unique(cooperation:5283)
levislator	3	legislator	unique(legislator:708)
certafieate	3	certificate	unique(certificate:70185)
mnerease	3	increase	unique(increase:22289)
resions	3	regions	dominant(regions:1147>>resigns:323)
nornination	3	nomination	dominant(nomination:7729>>ordination:101)
winuiam	3	william	unique(william:1715)
gerorce	3	george	dominant(george:1999>>deforce:0)
revularity	3	regularity	unique(regularity:1130)
prineiple	3	principle	unique(principle:530)
furve	3	curve	dominant(curve:1245>>furze:0)
gorpvon	3	gordon	dominant(gordon:220>>gorton:1)
secietars	3	secretary	unique(secretary:133735)
charrter	3	charter	unique(charter:59157)
vavaneies	3	vacancies	unique(vacancies:4458)
cunvenient	3	convenient	unique(convenient:6666)
municipaal	3	municipal	unique(municipal:53726)
vfficial	3	official	unique(official:38179)
ratph	3	ralph	dominant(ralph:523>>rath:10)
chartrer	3	charter	dominant(charter:59157>>charterer:16)
septenver	3	september	unique(september:59602)
aiount	3	amount	unique(amount:233789)
eudorsement	3	endorsement	unique(endorsement:3172)
auhority	3	authority	unique(authority:77459)
sharebolders	3	shareholders	unique(shareholders:4408)
rvserve	3	reserve	unique(reserve:14498)
dvcument	3	document	unique(document:10448)
regara	3	regard	dominant(regard:12997>>megara:2)
wathdraval	3	withdrawal	unique(withdrawal:5461)
mndebtedness	3	indebtedness	unique(indebtedness:23409)
contraeted	3	contracted	dominant(contracted:3508>>contrasted:26)
oblivor	3	obligor	unique(obligor:2988)
finanetal	3	financial	unique(financial:41629)
yeriod	3	period	unique(period:99289)
repealeu	3	repealed	dominant(repealed:50956>>repealer:309)
appv	3	apply	dominant(apply:71724>>apple:475)
heic	3	heir	dominant(heir:952>>hemic:21)
assembh	3	assembly	dominant(assembly:65180>>assemble:397)
nange	3	range	dominant(range:20231>>nance:3608)
scuthwesterly	3	southwesterly	unique(southwesterly:2799)
utibties	3	utilities	dominant(utilities:18249>>titties:2)
namne	3	name	unique(name:61874)
sewace	3	sewage	unique(sewage:3078)
initiatine	3	initiative	dominant(initiative:6775>>initiating:1310)
permnitted	3	permitted	unique(permitted:16290)
favilitate	3	facilitate	unique(facilitate:4219)
ineaning	3	meaning	dominant(meaning:27057>>cleaning:2399)
cyiminal	3	criminal	unique(criminal:26841)
asupplemental	3	supplemental	unique(supplemental:9312)
reccvered	3	recovered	unique(recovered:4384)
wranchise	3	franchise	unique(franchise:21084)
seizecl	3	seized	dominant(seized:2250>>seize:494)
privrities	3	priorities	unique(priorities:2615)
sapenses	3	expenses	dominant(expenses:58746>>senses:213)
eeon	3	eon	dominant(eon:475>>neon:40)
ammediatcly	3	immediately	unique(immediately:59281)
nonen	3	none	dominant(none:4275>>nones:15)
nercentave	3	percentage	unique(percentage:15462)
atestamentary	3	testamentary	unique(testamentary:812)
dolleges	3	colleges	unique(colleges:13373)
govetnur	3	governor	unique(governor:106610)
innmediate	3	immediate	unique(immediate:36377)
recaleulated	3	recalculated	unique(recalculated:131)
pnetition	3	petition	unique(petition:57152)
chanman	3	chapman	dominant(chapman:112>>chainman:4)
bepartment	3	department	unique(department:322917)
poay	3	pay	dominant(pay:88347>>play:759)
exceptiun	3	exception	unique(exception:3515)
desvribe	3	describe	unique(describe:3918)
cyaprer	3	chapter	dominant(chapter:358685>>capper:51)
proceeas	3	proceeds	unique(proceeds:18280)
enlity	3	entity	dominant(entity:27075>>enmity:22)
fuicd	3	fund	dominant(fund:186336>>find:5632)
acloption	3	adoption	dominant(adoption:27501>>cooption:0)
renc	3	rent	dominant(rent:6973>>rene:531)
posiiions	3	positions	unique(positions:15072)
zovernment	3	government	unique(government:125819)
nersonnel	3	personnel	unique(personnel:22425)
nouice	3	notice	dominant(notice:138786>>novice:71)
conseyuence	3	consequence	unique(consequence:815)
envages	3	engages	dominant(engages:1778>>enrages:1)
neclects	3	neglects	unique(neglects:1131)
amendead	3	amended	unique(amended:239647)
diiference	3	difference	unique(difference:4185)
inaximum	3	maximum	unique(maximum:23795)
axb	3	ab	dominant(ab:21853>>ax:738)
unpard	3	unpaid	unique(unpaid:11826)
sepremper	3	september	unique(september:59602)
manutfacturer	3	manufacturer	unique(manufacturer:9793)
ijealth	3	health	dominant(health:180937>>wealth:272)
aualifies	3	qualifies	unique(qualifies:2541)
salarres	3	salaries	unique(salaries:24293)
divasion	3	division	unique(division:137094)
avcordanve	3	accordance	unique(accordance:66778)
modifivations	3	modifications	unique(modifications:2622)
keveal	3	reveal	dominant(reveal:908>>kevel:0)
scctrons	3	sections	dominant(sections:105691>>suctions:7)
wirnrss	3	witness	dominant(witness:11002>>wiriness:0)
ricwarp	3	richard	unique(richard:593)
benerits	3	benefits	unique(benefits:39317)
eolleces	3	colleges	dominant(colleges:13373>>collects:614)
letanp	3	leland	dominant(leland:239>>lean:77)
acquisitiun	3	acquisition	unique(acquisition:24462)
fmanced	3	financed	dominant(financed:3340>>faced:408)
meimbers	3	members	unique(members:99374)
lonc	3	long	dominant(long:18687>>lone:200)
marcarer	3	margaret	dominant(margaret:131>>marcher:0)
invurring	3	incurring	unique(incurring:2543)
cairornia	3	california	unique(california:322009)
specifivation	3	specification	unique(specification:862)
loundaries	3	boundaries	unique(boundaries:21350)
ulass	3	class	dominant(class:44865>>glass:1241)
facuities	3	faculties	unique(faculties:110)
surrace	3	surface	unique(surface:5344)
lezality	3	legality	unique(legality:1077)
annuty	3	annuity	unique(annuity:7183)
prinicipal	3	principal	unique(principal:40295)
disvontinuance	3	discontinuance	unique(discontinuance:1422)
revipients	3	recipients	unique(recipients:4970)
seouts	3	scouts	dominant(scouts:317>>snouts:2)
oveanside	3	oceanside	unique(oceanside:217)
whereess	3	whereas	dominant(whereas:32050>>wheres:11)
liyuid	3	liquid	unique(liquid:2075)
eaemption	3	exemption	unique(exemption:17122)
elucation	3	education	unique(education:130034)
lapproves	3	approves	unique(approves:2265)
whexeas	3	whereas	unique(whereas:32050)
retmbursements	3	reimbursements	unique(reimbursements:7672)
nutse	3	nurse	dominant(nurse:5296>>nuts:805)
professtonal	3	professional	unique(professional:17242)
imvestigations	3	investigations	unique(investigations:4054)
equipmeut	3	equipment	unique(equipment:34393)
defiviencies	3	deficiencies	unique(deficiencies:2174)
yantz	3	santa	dominant(santa:19245>>ant:2150)
wrcreas	3	whereas	unique(whereas:32050)
epmunp	3	edmund	unique(edmund:238)
athxed	3	taxed	dominant(taxed:1982>>lathed:100)
affixec	3	affixed	dominant(affixed:3749>>affixes:55)
incluston	3	inclusion	unique(inclusion:4985)
avyuisition	3	acquisition	unique(acquisition:24462)
vertifivates	3	certificates	unique(certificates:16588)
apportionnient	3	apportionment	unique(apportionment:12167)
easenients	3	easements	unique(easements:2556)
vonfirmation	3	confirmation	unique(confirmation:2856)
atrangement	3	arrangement	unique(arrangement:4202)
minoritv	3	minority	dominant(minority:2471>>minorite:0)
paregraphs	3	paragraphs	unique(paragraphs:7156)
cecome	3	become	unique(become:63283)
apphiation	3	application	unique(application:76435)
deficlency	3	deficiency	unique(deficiency:6903)
distriut	3	district	unique(district:378970)
misleadine	3	misleading	unique(misleading:1885)
gurernment	3	government	unique(government:125819)
jupicial	3	judicial	unique(judicial:21481)
unbnown	3	unknown	dominant(unknown:2379>>unblown:0)
grvernor	3	governor	unique(governor:106610)
operutive	3	operative	unique(operative:43503)
computatiun	3	computation	unique(computation:5287)
mmergency	3	emergency	unique(emergency:27311)
enporcement	3	enforcement	unique(enforcement:36453)
constructiur	3	construction	dominant(construction:56614>>constructing:3297)
arencv	3	agency	dominant(agency:176766>>french:226)
planuing	3	planning	dominant(planning:23715>>planting:1124)
planaing	3	planning	dominant(planning:23715>>planting:1124)
desivn	3	design	unique(design:7120)
tzansportation	3	transportation	unique(transportation:42952)
moditying	3	modifying	unique(modifying:1055)
witaess	3	witness	dominant(witness:11002>>witless:1)
sumicient	3	sufficient	unique(sufficient:32519)
outlavs	3	outlays	dominant(outlays:344>>outlaws:0)
ahandon	3	abandon	dominant(abandon:1075>>chandon:0)
perrormed	3	performed	unique(performed:18217)
percenté	3	percent	dominant(percent:72590>>percents:3)
aumtor	3	auditor	dominant(auditor:25015>>author:5312)
knowmg	3	known	dominant(known:33090>>know:1551)
preerams	3	programs	unique(programs:54576)
fvllowing	3	following	dominant(following:166407>>fallowing:11)
nevotiate	3	negotiate	unique(negotiate:1701)
appvintive	3	appointive	unique(appointive:1731)
misdenieanor	3	misdemeanor	unique(misdemeanor:17040)
generallv	3	generally	unique(generally:7394)
pemtember	3	september	dominant(september:59602>>remember:105)
iimited	3	limited	unique(limited:53390)
penents	3	pendents	unique(pendents:64)
tinterest	3	interest	unique(interest:116850)
allonance	3	allowance	unique(allowance:21785)
classificatior	3	classification	unique(classification:8805)
telegraphie	3	telegraphic	unique(telegraphic:293)
compron	3	compton	unique(compton:849)
aveomplish	3	accomplish	unique(accomplish:3017)
avademy	3	academy	unique(academy:1744)
relving	3	relying	dominant(relying:191>>delving:1)
tifv	3	tiff	dominant(tiff:133>>tiv:9)
nroposed	3	proposed	unique(proposed:75852)
clemands	3	demands	dominant(demands:5359>>commands:134)
heves	3	hives	dominant(hives:280>>eves:90)
wuhereass	3	whereas	unique(whereas:32050)
iunmediate	3	immediate	dominant(immediate:36377>>unmediated:0)
lemous	3	lemons	unique(lemons:307)
jiquid	3	liquid	unique(liquid:2075)
advpted	3	adopted	dominant(adopted:55543>>adapted:437)
clinival	3	clinical	unique(clinical:5830)
tiacy	3	tracy	unique(tracy:170)
soperor	3	superior	dominant(superior:35772>>emperor:53)
lavful	3	lawful	dominant(lawful:9631>>lapful:0)
verfied	3	verified	unique(verified:8516)
sundav	3	sunday	dominant(sunday:1090>>sunda:0)
